texture,drainage,moisture,organic_matter,compaction,water_retention,color,texture_code,drainage_code,moisture_code,om_code,compaction_code,retention_code,color_code,ph
clay,poor,moderate,moderate,compacted,high,black/dark,5,2,1,1,2,2,4,6.4
sandy-loam,moderate,moderate,high,moderate,high,black/dark,1,1,1,2,1,2,4,5.72
clay,poor,wet,moderate,loose,low,yellow/tan,5,2,2,1,0,0,1,6.55
loamy,good,wet,low,compacted,low,pale/white,2,0,2,0,2,0,0,6.59
loamy,poor,moderate,moderate,compacted,moderate,pale/white,2,2,1,1,2,1,0,6.58
loamy,poor,wet,high,compacted,moderate,red,2,2,2,2,2,1,5,5.19
clay,moderate,moderate,moderate,moderate,high,yellow/tan,5,1,1,1,1,2,1,7.27
sandy-loam,good,dry,low,loose,low,yellow/tan,1,0,0,0,0,0,1,6.29
clay-loam,moderate,moderate,low,compacted,low,pale/white,4,1,1,0,2,0,0,6.98
sandy,moderate,wet,low,compacted,moderate,brown,0,1,2,0,2,1,2,6.4
clay,poor,moderate,moderate,compacted,low,yellow/tan,5,2,1,1,2,0,1,6.86
loamy,good,dry,high,moderate,moderate,dark brown,2,0,0,2,1,1,3,6.02
clay-loam,poor,dry,high,loose,low,red,4,2,0,2,0,0,5,6.16
loamy,good,moderate,moderate,moderate,moderate,yellow/tan,2,0,1,1,1,1,1,6.65
loamy,poor,wet,high,loose,moderate,yellow/tan,2,2,2,2,0,1,1,5.9
clay-loam,poor,moderate,high,compacted,high,yellow/tan,4,2,1,2,2,2,1,6.36
clay-loam,poor,moderate,high,loose,low,yellow/tan,4,2,1,2,0,0,1,6.04
silty,moderate,dry,moderate,loose,low,pale/white,3,1,0,1,0,0,0,7.09
sandy,good,moderate,low,compacted,low,black/dark,0,0,1,0,2,0,4,5.93
clay,poor,wet,low,moderate,moderate,red,5,2,2,0,1,1,5,6.3
sandy,poor,wet,moderate,loose,low,pale/white,0,2,2,1,0,0,0,6.27
loamy,moderate,moderate,low,loose,high,red,2,1,1,0,0,2,5,6.3
clay,poor,dry,moderate,loose,moderate,pale/white,5,2,0,1,0,1,0,7.08
loamy,moderate,moderate,high,moderate,high,black/dark,2,1,1,2,1,2,4,6.11
loamy,poor,dry,moderate,loose,low,red,2,2,0,1,0,0,5,6.05
clay,moderate,moderate,low,compacted,high,pale/white,5,1,1,0,2,2,0,7.11
clay-loam,good,wet,low,moderate,high,brown,4,0,2,0,1,2,2,6.79
clay-loam,good,wet,high,compacted,high,black/dark,4,0,2,2,2,2,4,6.19
clay,poor,moderate,low,compacted,high,red,5,2,1,0,2,2,5,6.96
clay-loam,good,wet,low,moderate,high,red,4,0,2,0,1,2,5,6.51
loamy,poor,moderate,high,moderate,high,dark brown,2,2,1,2,1,2,3,5.82
clay,poor,moderate,low,compacted,low,yellow/tan,5,2,1,0,2,0,1,6.77
clay,poor,moderate,moderate,compacted,moderate,brown,5,2,1,1,2,1,2,7.11
sandy,moderate,moderate,low,compacted,high,dark brown,0,1,1,0,2,2,3,5.83
sandy,good,wet,high,compacted,moderate,dark brown,0,0,2,2,2,1,3,5.38
sandy-loam,good,moderate,moderate,moderate,low,dark brown,1,0,1,1,1,0,3,5.99
clay-loam,moderate,moderate,high,compacted,moderate,brown,4,1,1,2,2,1,2,6.54
silty,moderate,moderate,low,loose,moderate,brown,3,1,1,0,0,1,2,6.73
sandy,poor,dry,high,compacted,moderate,brown,0,2,0,2,2,1,2,6.02
clay,moderate,dry,high,compacted,moderate,pale/white,5,1,0,2,2,1,0,6.91
loamy,poor,moderate,high,compacted,low,brown,2,2,1,2,2,0,2,5.3
clay-loam,good,dry,high,moderate,high,black/dark,4,0,0,2,1,2,4,6.55
sandy,good,moderate,high,compacted,high,yellow/tan,0,0,1,2,2,2,1,5.41
silty,poor,moderate,low,compacted,low,black/dark,3,2,1,0,2,0,4,6.36
sandy-loam,moderate,moderate,high,loose,high,brown,1,1,1,2,0,2,2,6.19
clay-loam,good,dry,high,compacted,low,red,4,0,0,2,2,0,5,6.58
sandy-loam,good,moderate,high,loose,moderate,pale/white,1,0,1,2,0,1,0,6.36
sandy,poor,moderate,low,compacted,moderate,yellow/tan,0,2,1,0,2,1,1,5.62
sandy,moderate,moderate,moderate,moderate,high,black/dark,0,1,1,1,1,2,4,5.65
loamy,good,wet,high,loose,low,brown,2,0,2,2,0,0,2,6.34
clay-loam,good,moderate,high,moderate,low,black/dark,4,0,1,2,1,0,4,5.99
silty,good,dry,moderate,loose,moderate,pale/white,3,0,0,1,0,1,0,7.39
silty,moderate,moderate,moderate,compacted,moderate,brown,3,1,1,1,2,1,2,6.71
clay,moderate,dry,moderate,compacted,low,yellow/tan,5,1,0,1,2,0,1,7.24
silty,moderate,moderate,moderate,loose,moderate,red,3,1,1,1,0,1,5,6.05
sandy,good,wet,moderate,loose,high,black/dark,0,0,2,1,0,2,4,6.11
silty,moderate,moderate,low,moderate,low,brown,3,1,1,0,1,0,2,6.74
silty,good,moderate,low,loose,high,yellow/tan,3,0,1,0,0,2,1,6.61
silty,good,wet,high,compacted,low,red,3,0,2,2,2,0,5,6.5
clay-loam,good,dry,high,loose,low,dark brown,4,0,0,2,0,0,3,6.15
sandy-loam,moderate,wet,low,compacted,high,brown,1,1,2,0,2,2,2,6.31
sandy,good,wet,moderate,loose,moderate,dark brown,0,0,2,1,0,1,3,5.56
sandy,poor,dry,moderate,moderate,high,red,0,2,0,1,1,2,5,4.95
sandy-loam,moderate,moderate,high,loose,low,pale/white,1,1,1,2,0,0,0,6.21
silty,poor,dry,high,moderate,high,black/dark,3,2,0,2,1,2,4,5.93
sandy-loam,poor,moderate,low,loose,high,red,1,2,1,0,0,2,5,5.53
clay,good,moderate,low,moderate,high,red,5,0,1,0,1,2,5,6.71
sandy,good,moderate,low,moderate,high,pale/white,0,0,1,0,1,2,0,6.32
clay,poor,wet,moderate,compacted,low,brown,5,2,2,1,2,0,2,6.85
clay,moderate,moderate,low,compacted,low,pale/white,5,1,1,0,2,0,0,7.37
clay,poor,dry,moderate,loose,high,brown,5,2,0,1,0,2,2,6.87
clay,moderate,moderate,low,moderate,low,red,5,1,1,0,1,0,5,6.71
sandy,poor,dry,low,moderate,high,dark brown,0,2,0,0,1,2,3,5.73
silty,good,dry,high,loose,low,brown,3,0,0,2,0,0,2,6.69
clay-loam,good,wet,high,compacted,moderate,brown,4,0,2,2,2,1,2,6.62
clay,moderate,wet,high,compacted,high,dark brown,5,1,2,2,2,2,3,6.22
clay-loam,poor,wet,moderate,compacted,high,brown,4,2,2,1,2,2,2,6.47
clay,poor,dry,moderate,loose,low,red,5,2,0,1,0,0,5,6.79
sandy,good,wet,moderate,moderate,low,black/dark,0,0,2,1,1,0,4,5.75
sandy,good,wet,low,compacted,moderate,pale/white,0,0,2,0,2,1,0,6.49
loamy,poor,dry,moderate,compacted,low,red,2,2,0,1,2,0,5,5.7
silty,moderate,wet,high,moderate,moderate,yellow/tan,3,1,2,2,1,1,1,6.47
sandy-loam,good,moderate,high,compacted,low,yellow/tan,1,0,1,2,2,0,1,6.28
loamy,moderate,wet,moderate,moderate,high,red,2,1,2,1,1,2,5,6.33
clay,poor,moderate,high,moderate,high,black/dark,5,2,1,2,1,2,4,6.28
silty,poor,moderate,low,moderate,moderate,dark brown,3,2,1,0,1,1,3,5.81
loamy,moderate,moderate,high,compacted,moderate,dark brown,2,1,1,2,2,1,3,5.99
clay-loam,poor,wet,low,loose,high,pale/white,4,2,2,0,0,2,0,6.64
sandy,poor,dry,moderate,moderate,high,yellow/tan,0,2,0,1,1,2,1,5.46
silty,good,wet,moderate,moderate,moderate,yellow/tan,3,0,2,1,1,1,1,6.08
sandy-loam,poor,wet,low,moderate,low,dark brown,1,2,2,0,1,0,3,5.26
clay-loam,poor,moderate,high,moderate,high,red,4,2,1,2,1,2,5,6.03
clay,poor,wet,high,loose,high,brown,5,2,2,2,0,2,2,6.32
loamy,poor,dry,moderate,moderate,low,brown,2,2,0,1,1,0,2,6.18
silty,good,wet,high,compacted,moderate,brown,3,0,2,2,2,1,2,6.98
loamy,good,dry,low,moderate,moderate,brown,2,0,0,0,1,1,2,6.63
sandy,poor,wet,high,moderate,moderate,pale/white,0,2,2,2,1,1,0,5.63
sandy-loam,poor,moderate,low,loose,moderate,brown,1,2,1,0,0,1,2,5.94
sandy-loam,moderate,dry,high,compacted,high,yellow/tan,1,1,0,2,2,2,1,6.47
clay-loam,poor,wet,low,moderate,high,pale/white,4,2,2,0,1,2,0,6.77
sandy-loam,moderate,wet,high,moderate,low,yellow/tan,1,1,2,2,1,0,1,6.15
silty,good,dry,low,moderate,low,dark brown,3,0,0,0,1,0,3,6.41
clay,poor,moderate,low,loose,moderate,black/dark,5,2,1,0,0,1,4,6.26
clay,moderate,moderate,moderate,compacted,low,yellow/tan,5,1,1,1,2,0,1,6.75
clay,moderate,dry,moderate,loose,moderate,red,5,1,0,1,0,1,5,6.33
clay-loam,poor,dry,low,compacted,high,dark brown,4,2,0,0,2,2,3,6.43
sandy,moderate,moderate,high,loose,high,yellow/tan,0,1,1,2,0,2,1,6.01
clay-loam,good,moderate,moderate,moderate,moderate,black/dark,4,0,1,1,1,1,4,6.69
clay,moderate,dry,moderate,moderate,moderate,black/dark,5,1,0,1,1,1,4,6.65
clay-loam,poor,moderate,moderate,loose,moderate,black/dark,4,2,1,1,0,1,4,6.56
clay-loam,moderate,wet,low,loose,moderate,pale/white,4,1,2,0,0,1,0,7.32
silty,poor,moderate,moderate,moderate,low,yellow/tan,3,2,1,1,1,0,1,6.22
sandy,poor,moderate,low,moderate,high,red,0,2,1,0,1,2,5,6.08
sandy-loam,poor,moderate,high,loose,low,yellow/tan,1,2,1,2,0,0,1,6.12
loamy,poor,moderate,high,compacted,high,pale/white,2,2,1,2,2,2,0,6.22
silty,moderate,dry,high,loose,low,dark brown,3,1,0,2,0,0,3,5.82
loamy,good,wet,high,compacted,low,black/dark,2,0,2,2,2,0,4,6.29
clay-loam,good,moderate,low,loose,moderate,brown,4,0,1,0,0,1,2,6.61
loamy,good,wet,moderate,moderate,high,pale/white,2,0,2,1,1,2,0,7.16
clay,moderate,dry,high,loose,low,yellow/tan,5,1,0,2,0,0,1,7.11
sandy-loam,good,moderate,high,compacted,low,yellow/tan,1,0,1,2,2,0,1,6.14
sandy-loam,poor,wet,low,moderate,moderate,dark brown,1,2,2,0,1,1,3,5.9
loamy,poor,dry,low,moderate,high,pale/white,2,2,0,0,1,2,0,6.79
sandy,poor,dry,high,loose,moderate,black/dark,0,2,0,2,0,1,4,5.23
loamy,moderate,moderate,high,compacted,low,pale/white,2,1,1,2,2,0,0,6.69
clay-loam,poor,wet,low,loose,moderate,dark brown,4,2,2,0,0,1,3,6.71
sandy,good,wet,low,compacted,moderate,pale/white,0,0,2,0,2,1,0,6.15
sandy-loam,good,moderate,low,loose,moderate,black/dark,1,0,1,0,0,1,4,6.73
clay,good,dry,low,moderate,low,red,5,0,0,0,1,0,5,6.66
silty,moderate,dry,low,loose,high,dark brown,3,1,0,0,0,2,3,6.61
clay,good,dry,moderate,loose,low,pale/white,5,0,0,1,0,0,0,7.36
silty,good,wet,moderate,moderate,low,yellow/tan,3,0,2,1,1,0,1,6.49
sandy,moderate,wet,moderate,compacted,low,black/dark,0,1,2,1,2,0,4,5.74
sandy,moderate,dry,moderate,loose,low,brown,0,1,0,1,0,0,2,5.93
sandy-loam,poor,wet,moderate,loose,low,black/dark,1,2,2,1,0,0,4,5.52
loamy,moderate,dry,high,compacted,high,brown,2,1,0,2,2,2,2,6.69
clay-loam,good,wet,moderate,loose,moderate,yellow/tan,4,0,2,1,0,1,1,6.62
silty,moderate,dry,moderate,compacted,high,dark brown,3,1,0,1,2,2,3,6.62
sandy-loam,poor,wet,moderate,compacted,high,yellow/tan,1,2,2,1,2,2,1,5.58
silty,good,dry,moderate,compacted,high,yellow/tan,3,0,0,1,2,2,1,6.62
clay,moderate,wet,moderate,moderate,moderate,brown,5,1,2,1,1,1,2,6.99
clay,poor,wet,low,loose,low,brown,5,2,2,0,0,0,2,6.61
clay,poor,moderate,moderate,moderate,moderate,brown,5,2,1,1,1,1,2,7.22
clay,good,dry,moderate,compacted,low,yellow/tan,5,0,0,1,2,0,1,6.71
sandy,moderate,dry,high,loose,low,pale/white,0,1,0,2,0,0,0,5.98
clay-loam,moderate,moderate,moderate,compacted,moderate,black/dark,4,1,1,1,2,1,4,6.11
sandy,moderate,dry,moderate,moderate,low,yellow/tan,0,1,0,1,1,0,1,5.65
sandy,poor,dry,high,compacted,moderate,brown,0,2,0,2,2,1,2,5.55
clay-loam,good,moderate,moderate,compacted,moderate,red,4,0,1,1,2,1,5,6.52
silty,good,moderate,moderate,compacted,high,dark brown,3,0,1,1,2,2,3,6.76
loamy,good,wet,high,moderate,moderate,brown,2,0,2,2,1,1,2,6.15
silty,poor,wet,moderate,loose,high,black/dark,3,2,2,1,0,2,4,6.01
silty,good,dry,high,moderate,high,brown,3,0,0,2,1,2,2,6.5
silty,good,wet,moderate,moderate,low,yellow/tan,3,0,2,1,1,0,1,6.73
silty,good,dry,high,moderate,high,black/dark,3,0,0,2,1,2,4,5.55
silty,poor,moderate,high,moderate,moderate,red,3,2,1,2,1,1,5,6.3
sandy,poor,moderate,low,moderate,high,dark brown,0,2,1,0,1,2,3,6.22
clay,poor,dry,high,loose,low,yellow/tan,5,2,0,2,0,0,1,6.98
silty,good,wet,moderate,compacted,high,yellow/tan,3,0,2,1,2,2,1,6.57
clay-loam,good,wet,low,moderate,low,dark brown,4,0,2,0,1,0,3,6.42
sandy-loam,good,wet,low,moderate,low,black/dark,1,0,2,0,1,0,4,6.0
clay-loam,poor,moderate,high,moderate,moderate,brown,4,2,1,2,1,1,2,5.96
silty,good,moderate,low,loose,moderate,brown,3,0,1,0,0,1,2,6.44
sandy,poor,dry,moderate,loose,moderate,black/dark,0,2,0,1,0,1,4,5.68
clay,poor,moderate,moderate,moderate,high,black/dark,5,2,1,1,1,2,4,6.36
sandy,moderate,wet,high,moderate,high,red,0,1,2,2,1,2,5,5.63
sandy,poor,moderate,low,loose,high,yellow/tan,0,2,1,0,0,2,1,5.97
sandy-loam,poor,moderate,moderate,loose,low,pale/white,1,2,1,1,0,0,0,6.82
clay,good,moderate,high,loose,high,pale/white,5,0,1,2,0,2,0,7.35
loamy,moderate,wet,low,loose,moderate,black/dark,2,1,2,0,0,1,4,6.0
sandy,moderate,dry,moderate,compacted,moderate,black/dark,0,1,0,1,2,1,4,5.64
clay,poor,dry,low,compacted,moderate,yellow/tan,5,2,0,0,2,1,1,6.61
clay-loam,poor,dry,high,loose,moderate,red,4,2,0,2,0,1,5,6.4
clay-loam,good,dry,high,moderate,low,black/dark,4,0,0,2,1,0,4,6.36
sandy-loam,good,moderate,high,compacted,moderate,brown,1,0,1,2,2,1,2,5.94
clay-loam,poor,wet,moderate,compacted,moderate,red,4,2,2,1,2,1,5,6.07
sandy-loam,poor,dry,moderate,moderate,high,black/dark,1,2,0,1,1,2,4,5.61
loamy,moderate,wet,low,moderate,low,red,2,1,2,0,1,0,5,6.01
clay-loam,moderate,dry,moderate,compacted,high,dark brown,4,1,0,1,2,2,3,6.21
clay,good,wet,low,moderate,low,pale/white,5,0,2,0,1,0,0,7.32
clay-loam,good,dry,high,moderate,high,dark brown,4,0,0,2,1,2,3,6.42
sandy,poor,moderate,low,compacted,moderate,black/dark,0,2,1,0,2,1,4,5.59
sandy,poor,dry,moderate,compacted,low,yellow/tan,0,2,0,1,2,0,1,5.58
sandy-loam,moderate,dry,low,loose,moderate,pale/white,1,1,0,0,0,1,0,6.62
sandy,moderate,wet,low,loose,moderate,pale/white,0,1,2,0,0,1,0,6.39
silty,moderate,moderate,high,compacted,moderate,red,3,1,1,2,2,1,5,6.18
sandy,moderate,dry,moderate,moderate,high,black/dark,0,1,0,1,1,2,4,5.54
silty,good,dry,moderate,compacted,moderate,brown,3,0,0,1,2,1,2,6.64
clay,poor,wet,high,moderate,low,yellow/tan,5,2,2,2,1,0,1,5.89
loamy,good,dry,moderate,compacted,low,yellow/tan,2,0,0,1,2,0,1,6.62
sandy-loam,moderate,moderate,low,loose,moderate,pale/white,1,1,1,0,0,1,0,6.74
sandy,moderate,wet,high,loose,high,black/dark,0,1,2,2,0,2,4,5.46
loamy,moderate,moderate,high,moderate,low,black/dark,2,1,1,2,1,0,4,5.81
sandy,good,wet,high,moderate,moderate,brown,0,0,2,2,1,1,2,6.05
clay,poor,dry,high,compacted,high,pale/white,5,2,0,2,2,2,0,6.86
silty,poor,moderate,high,compacted,high,brown,3,2,1,2,2,2,2,5.7
clay-loam,moderate,moderate,high,loose,high,yellow/tan,4,1,1,2,0,2,1,6.27
silty,poor,wet,high,compacted,moderate,yellow/tan,3,2,2,2,2,1,1,5.97
sandy,good,moderate,moderate,moderate,moderate,dark brown,0,0,1,1,1,1,3,5.81
clay-loam,poor,moderate,low,compacted,low,pale/white,4,2,1,0,2,0,0,6.32
sandy-loam,moderate,moderate,low,loose,low,brown,1,1,1,0,0,0,2,6.16
loamy,poor,moderate,low,loose,high,dark brown,2,2,1,0,0,2,3,6.47
sandy-loam,good,dry,moderate,compacted,low,brown,1,0,0,1,2,0,2,6.33
silty,poor,moderate,low,loose,moderate,red,3,2,1,0,0,1,5,6.62
sandy-loam,moderate,moderate,high,compacted,high,yellow/tan,1,1,1,2,2,2,1,6.02
sandy,good,dry,moderate,moderate,high,pale/white,0,0,0,1,1,2,0,6.73
sandy-loam,poor,moderate,low,compacted,low,yellow/tan,1,2,1,0,2,0,1,6.31
loamy,poor,wet,high,compacted,moderate,pale/white,2,2,2,2,2,1,0,6.01
silty,good,dry,moderate,loose,high,brown,3,0,0,1,0,2,2,6.7
loamy,good,wet,moderate,moderate,moderate,dark brown,2,0,2,1,1,1,3,6.35
sandy,moderate,dry,high,loose,low,pale/white,0,1,0,2,0,0,0,6.08
clay,good,moderate,high,loose,moderate,brown,5,0,1,2,0,1,2,6.7
loamy,moderate,dry,moderate,compacted,low,black/dark,2,1,0,1,2,0,4,6.42
sandy,poor,moderate,moderate,compacted,high,black/dark,0,2,1,1,2,2,4,5.5
clay,poor,wet,high,loose,high,red,5,2,2,2,0,2,5,6.27
silty,moderate,moderate,low,moderate,high,pale/white,3,1,1,0,1,2,0,6.91
clay-loam,moderate,moderate,moderate,compacted,moderate,dark brown,4,1,1,1,2,1,3,6.42
clay,moderate,moderate,low,loose,low,dark brown,5,1,1,0,0,0,3,6.76
sandy-loam,good,dry,low,compacted,low,pale/white,1,0,0,0,2,0,0,6.68
sandy-loam,moderate,moderate,high,moderate,low,brown,1,1,1,2,1,0,2,5.97
clay-loam,poor,moderate,moderate,moderate,moderate,black/dark,4,2,1,1,1,1,4,6.19
sandy-loam,moderate,wet,low,loose,moderate,red,1,1,2,0,0,1,5,6.04
sandy,moderate,moderate,low,moderate,low,red,0,1,1,0,1,0,5,5.93
silty,moderate,dry,low,loose,high,yellow/tan,3,1,0,0,0,2,1,6.74
clay,moderate,wet,low,moderate,moderate,pale/white,5,1,2,0,1,1,0,7.66
clay-loam,poor,wet,low,compacted,moderate,brown,4,2,2,0,2,1,2,6.55
sandy-loam,poor,wet,moderate,compacted,high,pale/white,1,2,2,1,2,2,0,6.17
sandy,good,dry,low,compacted,low,dark brown,0,0,0,0,2,0,3,5.33
sandy,poor,moderate,low,moderate,moderate,red,0,2,1,0,1,1,5,5.42
loamy,poor,moderate,low,compacted,moderate,black/dark,2,2,1,0,2,1,4,5.97
clay-loam,good,moderate,low,loose,low,pale/white,4,0,1,0,0,0,0,7.36
clay-loam,good,dry,low,loose,moderate,dark brown,4,0,0,0,0,1,3,6.87
clay,moderate,wet,low,loose,high,pale/white,5,1,2,0,0,2,0,7.54
sandy-loam,good,moderate,moderate,compacted,low,brown,1,0,1,1,2,0,2,6.45
sandy,moderate,wet,moderate,compacted,low,red,0,1,2,1,2,0,5,5.69
silty,moderate,wet,high,moderate,high,yellow/tan,3,1,2,2,1,2,1,6.63
sandy-loam,moderate,dry,low,moderate,low,black/dark,1,1,0,0,1,0,4,5.77
loamy,poor,moderate,high,compacted,low,pale/white,2,2,1,2,2,0,0,6.27
clay,good,moderate,low,loose,high,yellow/tan,5,0,1,0,0,2,1,7.44
sandy,moderate,moderate,high,compacted,low,dark brown,0,1,1,2,2,0,3,5.35
silty,good,dry,high,compacted,moderate,pale/white,3,0,0,2,2,1,0,7.05
silty,moderate,moderate,moderate,moderate,moderate,black/dark,3,1,1,1,1,1,4,6.45
clay-loam,moderate,dry,moderate,loose,moderate,black/dark,4,1,0,1,0,1,4,6.44
sandy,moderate,dry,moderate,loose,high,yellow/tan,0,1,0,1,0,2,1,5.84
silty,moderate,dry,high,moderate,low,yellow/tan,3,1,0,2,1,0,1,6.36
loamy,good,moderate,low,compacted,moderate,yellow/tan,2,0,1,0,2,1,1,6.78
clay,poor,wet,high,compacted,low,pale/white,5,2,2,2,2,0,0,6.74
sandy-loam,good,moderate,low,compacted,moderate,black/dark,1,0,1,0,2,1,4,6.3
sandy,poor,dry,high,compacted,high,brown,0,2,0,2,2,2,2,5.85
sandy,good,dry,high,compacted,moderate,red,0,0,0,2,2,1,5,5.75
loamy,poor,dry,high,moderate,high,brown,2,2,0,2,1,2,2,5.94
loamy,moderate,wet,high,loose,moderate,brown,2,1,2,2,0,1,2,6.04
clay,poor,wet,low,moderate,high,brown,5,2,2,0,1,2,2,6.79
silty,moderate,wet,moderate,compacted,moderate,red,3,1,2,1,2,1,5,6.22
clay,poor,wet,moderate,moderate,moderate,brown,5,2,2,1,1,1,2,6.49
clay-loam,moderate,moderate,low,moderate,low,black/dark,4,1,1,0,1,0,4,7.03
sandy,poor,moderate,moderate,loose,low,brown,0,2,1,1,0,0,2,5.86
silty,good,wet,high,compacted,high,red,3,0,2,2,2,2,5,6.35
silty,poor,wet,moderate,compacted,low,black/dark,3,2,2,1,2,0,4,5.75
sandy,good,dry,high,loose,low,pale/white,0,0,0,2,0,0,0,6.29
loamy,poor,moderate,low,moderate,low,yellow/tan,2,2,1,0,1,0,1,5.95
clay,moderate,dry,low,loose,high,black/dark,5,1,0,0,0,2,4,6.69
clay-loam,poor,dry,high,moderate,high,yellow/tan,4,2,0,2,1,2,1,6.61
clay-loam,poor,wet,high,compacted,high,red,4,2,2,2,2,2,5,6.23
loamy,moderate,moderate,low,loose,high,red,2,1,1,0,0,2,5,6.11
clay,moderate,moderate,high,moderate,moderate,brown,5,1,1,2,1,1,2,6.69
silty,moderate,wet,low,moderate,high,pale/white,3,1,2,0,1,2,0,6.46
silty,poor,moderate,high,moderate,moderate,brown,3,2,1,2,1,1,2,5.95
clay-loam,poor,dry,high,loose,moderate,pale/white,4,2,0,2,0,1,0,6.48
clay,moderate,wet,low,moderate,moderate,yellow/tan,5,1,2,0,1,1,1,6.76
loamy,poor,moderate,high,moderate,low,dark brown,2,2,1,2,1,0,3,5.45
clay,moderate,dry,low,moderate,high,pale/white,5,1,0,0,1,2,0,7.5
sandy,good,wet,high,loose,high,yellow/tan,0,0,2,2,0,2,1,5.67
sandy,good,wet,moderate,moderate,low,yellow/tan,0,0,2,1,1,0,1,6.29
clay-loam,good,wet,moderate,compacted,moderate,brown,4,0,2,1,2,1,2,6.78
sandy,good,wet,low,moderate,high,pale/white,0,0,2,0,1,2,0,5.86
sandy,poor,dry,high,compacted,low,pale/white,0,2,0,2,2,0,0,5.31
sandy,moderate,wet,moderate,loose,low,red,0,1,2,1,0,0,5,5.41
clay,poor,dry,low,moderate,low,yellow/tan,5,2,0,0,1,0,1,6.62
clay-loam,poor,wet,low,loose,high,black/dark,4,2,2,0,0,2,4,6.74
sandy-loam,moderate,dry,low,moderate,high,black/dark,1,1,0,0,1,2,4,6.0
clay-loam,moderate,moderate,moderate,compacted,moderate,dark brown,4,1,1,1,2,1,3,6.41
clay,good,wet,high,moderate,high,brown,5,0,2,2,1,2,2,6.61
silty,moderate,moderate,moderate,moderate,moderate,dark brown,3,1,1,1,1,1,3,6.55
silty,good,dry,high,moderate,low,brown,3,0,0,2,1,0,2,6.35
sandy,poor,wet,moderate,compacted,moderate,black/dark,0,2,2,1,2,1,4,5.76
clay-loam,moderate,wet,low,loose,moderate,pale/white,4,1,2,0,0,1,0,6.83
clay-loam,good,moderate,high,loose,high,pale/white,4,0,1,2,0,2,0,7.12
sandy-loam,moderate,moderate,low,loose,high,black/dark,1,1,1,0,0,2,4,6.15
sandy-loam,good,wet,high,loose,moderate,dark brown,1,0,2,2,0,1,3,5.83
sandy,poor,moderate,low,moderate,high,black/dark,0,2,1,0,1,2,4,5.51
sandy-loam,moderate,wet,high,moderate,moderate,black/dark,1,1,2,2,1,1,4,5.8
clay,moderate,wet,low,loose,low,red,5,1,2,0,0,0,5,6.34
clay,poor,moderate,high,moderate,moderate,brown,5,2,1,2,1,1,2,6.75
silty,poor,moderate,moderate,loose,high,dark brown,3,2,1,1,0,2,3,6.19
clay,poor,dry,high,loose,moderate,dark brown,5,2,0,2,0,1,3,6.31
sandy-loam,poor,moderate,moderate,compacted,moderate,pale/white,1,2,1,1,2,1,0,6.34
clay-loam,good,wet,low,moderate,high,dark brown,4,0,2,0,1,2,3,6.5
sandy,good,moderate,low,compacted,moderate,yellow/tan,0,0,1,0,2,1,1,6.13
clay,moderate,moderate,moderate,loose,low,pale/white,5,1,1,1,0,0,0,7.02
loamy,good,dry,high,loose,low,pale/white,2,0,0,2,0,0,0,6.81
silty,poor,dry,high,loose,moderate,red,3,2,0,2,0,1,5,6.13
clay-loam,good,wet,low,moderate,moderate,yellow/tan,4,0,2,0,1,1,1,6.73
clay,good,dry,low,moderate,high,dark brown,5,0,0,0,1,2,3,6.82
loamy,moderate,moderate,moderate,loose,high,dark brown,2,1,1,1,0,2,3,6.18
loamy,poor,moderate,high,compacted,low,red,2,2,1,2,2,0,5,5.43
clay-loam,moderate,dry,high,loose,low,dark brown,4,1,0,2,0,0,3,6.23
clay,moderate,moderate,high,compacted,high,yellow/tan,5,1,1,2,2,2,1,7.31
clay,good,dry,moderate,compacted,low,pale/white,5,0,0,1,2,0,0,7.08
sandy,good,dry,moderate,loose,moderate,pale/white,0,0,0,1,0,1,0,6.51
clay-loam,good,moderate,moderate,loose,moderate,yellow/tan,4,0,1,1,0,1,1,7.2
sandy,poor,wet,low,moderate,low,red,0,2,2,0,1,0,5,5.47
sandy-loam,poor,wet,low,compacted,low,dark brown,1,2,2,0,2,0,3,5.93
loamy,poor,moderate,high,compacted,moderate,red,2,2,1,2,2,1,5,5.36
loamy,poor,dry,low,loose,high,pale/white,2,2,0,0,0,2,0,6.54
sandy-loam,good,dry,high,compacted,low,yellow/tan,1,0,0,2,2,0,1,6.05
clay,good,moderate,low,moderate,low,yellow/tan,5,0,1,0,1,0,1,7.26
clay,moderate,dry,moderate,loose,low,pale/white,5,1,0,1,0,0,0,7.3
loamy,good,wet,low,loose,high,yellow/tan,2,0,2,0,0,2,1,6.59
clay-loam,poor,wet,low,compacted,low,yellow/tan,4,2,2,0,2,0,1,6.44
loamy,good,wet,moderate,moderate,moderate,pale/white,2,0,2,1,1,1,0,6.54
sandy,moderate,wet,low,loose,moderate,pale/white,0,1,2,0,0,1,0,6.14
clay,good,moderate,moderate,moderate,low,yellow/tan,5,0,1,1,1,0,1,7.01
clay,poor,wet,high,moderate,low,dark brown,5,2,2,2,1,0,3,6.65
silty,moderate,dry,low,compacted,moderate,brown,3,1,0,0,2,1,2,6.67
sandy-loam,moderate,moderate,low,loose,high,yellow/tan,1,1,1,0,0,2,1,6.37
loamy,poor,moderate,moderate,moderate,high,red,2,2,1,1,1,2,5,6.04
clay,good,moderate,high,moderate,low,pale/white,5,0,1,2,1,0,0,7.3
